,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
4768,ADDRESS,NYPD,New York City Police Department,3064060045,BROOKLYN,,,,BROOKLYN,2019-01-18T17:59:46.000,11 BROOKLYN,Illegal Parking,2019-01-18T16:45:15.000,19 AVENUE,BAY 22 STREET,Blocked Sidewalk,2019-01-19T00:45:15.000,Precinct,1925 BATH AVENUE,11214,,,40.60232873539947,"{'type': 'Point', 'coordinates': [-74.003179838544, 40.602328735399]}",Street/Sidewalk,-74.00317983854448,MOBILE,BROOKLYN,Unspecified,2019-01-18T17:59:46.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,BATH AVENUE,,,41458638,,983367,158721
4769,ADDRESS,DSNY,Department of Sanitation,3081300046,BROOKLYN,,,,BROOKLYN,,18 BROOKLYN,Graffiti,2019-01-18T16:45:36.000,,,Graffiti,2019-04-06T10:16:29.000,N/A,1168 ROCKAWAY AVENUE,11236,,,40.650845673623536,"{'type': 'Point', 'coordinates': [-73.905969764635, 40.650845673624]}",Comercial,-73.90596976463507,UNKNOWN,BROOKLYN,Unspecified,2019-03-07T10:16:28.000,The graffiti on this property has been scheduled to be removed by the City.,,Open,ROCKAWAY AVENUE,,,41461464,,1010342,176411
4770,ADDRESS,DSNY,BCC - Staten Island,5070780066,STATEN ISLAND,,,,STATEN ISLAND,2019-01-19T12:00:00.000,03 STATEN ISLAND,Missed Collection (All Materials),2019-01-18T16:46:00.000,WINANT AVENUE,BLOOMINGDALE ROAD,2R Bulk-Missed Recy Collection,,DSNY Garage,309 MCBAINE AVENUE,10309,,,40.542567456300254,"{'type': 'Point', 'coordinates': [-74.216741071973, 40.5425674563]}",Sidewalk,-74.21674107197306,PHONE,STATEN ISLAND,Unspecified,2019-01-19T12:00:00.000,The Department of Sanitation investigated this complaint and found no condition at the location.,,Closed,MCBAINE AVENUE,,,41466007,,924010,137023
4771,ADDRESS,HPD,Department of Housing Preservation and Development,2031690045,BRONX,,,,BRONX,2019-02-01T09:52:43.000,05 BRONX,DOOR/WINDOW,2019-01-18T16:46:04.000,,,DOOR,,N/A,2087 CRESTON AVENUE,10453,,,40.85375489549983,"{'type': 'Point', 'coordinates': [-73.903926122834, 40.8537548955]}",RESIDENTIAL BUILDING,-73.90392612283449,PHONE,BRONX,Unspecified,2019-02-01T09:52:43.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,CRESTON AVENUE,,,41579823,,1010828,250338
4772,ADDRESS,HPD,Department of Housing Preservation and Development,2031690045,BRONX,,,,BRONX,2019-02-01T09:52:43.000,05 BRONX,UNSANITARY CONDITION,2019-01-18T16:46:04.000,,,MOLD,,N/A,2087 CRESTON AVENUE,10453,,,40.85375489549983,"{'type': 'Point', 'coordinates': [-73.903926122834, 40.8537548955]}",RESIDENTIAL BUILDING,-73.90392612283449,PHONE,BRONX,Unspecified,2019-02-01T09:52:43.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,CRESTON AVENUE,,,41579970,,1010828,250338
4773,ADDRESS,HPD,Department of Housing Preservation and Development,2031690045,BRONX,,,,BRONX,2019-02-01T09:52:43.000,05 BRONX,PLUMBING,2019-01-18T16:46:04.000,,,BASIN/SINK,,N/A,2087 CRESTON AVENUE,10453,,,40.85375489549983,"{'type': 'Point', 'coordinates': [-73.903926122834, 40.8537548955]}",RESIDENTIAL BUILDING,-73.90392612283449,PHONE,BRONX,Unspecified,2019-02-01T09:52:43.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,CRESTON AVENUE,,,41580157,,1010828,250338
4774,ADDRESS,HPD,Department of Housing Preservation and Development,2031690045,BRONX,,,,BRONX,2019-02-01T09:52:42.000,05 BRONX,PAINT/PLASTER,2019-01-18T16:46:04.000,,,CEILING,,N/A,2087 CRESTON AVENUE,10453,,,40.85375489549983,"{'type': 'Point', 'coordinates': [-73.903926122834, 40.8537548955]}",RESIDENTIAL BUILDING,-73.90392612283449,PHONE,BRONX,Unspecified,2019-02-01T09:52:42.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,CRESTON AVENUE,,,41581971,,1010828,250338
4775,ADDRESS,HPD,Department of Housing Preservation and Development,2031690045,BRONX,,,,BRONX,2019-02-01T09:52:43.000,05 BRONX,DOOR/WINDOW,2019-01-18T16:46:04.000,,,DOOR,,N/A,2087 CRESTON AVENUE,10453,,,40.85375489549983,"{'type': 'Point', 'coordinates': [-73.903926122834, 40.8537548955]}",RESIDENTIAL BUILDING,-73.90392612283449,PHONE,BRONX,Unspecified,2019-02-01T09:52:43.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,CRESTON AVENUE,,,41582107,,1010828,250338
4776,ADDRESS,HPD,Department of Housing Preservation and Development,2031690045,BRONX,,,,BRONX,2019-02-01T09:52:43.000,05 BRONX,FLOORING/STAIRS,2019-01-18T16:46:04.000,,,FLOOR,,N/A,2087 CRESTON AVENUE,10453,,,40.85375489549983,"{'type': 'Point', 'coordinates': [-73.903926122834, 40.8537548955]}",RESIDENTIAL BUILDING,-73.90392612283449,PHONE,BRONX,Unspecified,2019-02-01T09:52:43.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,CRESTON AVENUE,,,41584534,,1010828,250338
4777,ADDRESS,DOB,Department of Buildings,2031020059,BRONX,,,,BRONX,2019-02-22T00:00:00.000,06 BRONX,Building/Use,2019-01-18T16:46:10.000,,,Illegal Conversion Of Residential Building/Space,,N/A,2307 PROSPECT AVENUE,10458,,,40.85191097413875,"{'type': 'Point', 'coordinates': [-73.883625065181, 40.851910974139]}",,-73.88362506518104,UNKNOWN,BRONX,Unspecified,2019-02-22T00:00:00.000,The Department of Buildings investigated this complaint and determined that no further action was necessary.,,Closed,PROSPECT AVENUE,,,41455673,,1016445,249673
4778,ADDRESS,DOB,Department of Buildings,4037780002,QUEENS,,,,Middle Village,2019-01-29T00:00:00.000,05 QUEENS,Building/Use,2019-01-18T16:46:10.000,,,Illegal Conversion Of Residential Building/Space,,N/A,67-67 78 STREET,11379,,,40.711445925356266,"{'type': 'Point', 'coordinates': [-73.875364823451, 40.711445925356]}",,-73.87536482345128,UNKNOWN,QUEENS,Unspecified,2019-01-29T00:00:00.000,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,78 STREET,,,41462684,,1018803,198500
4779,ADDRESS,NYPD,New York City Police Department,,BROOKLYN,,,,BROOKLYN,2019-01-18T23:16:29.000,17 BROOKLYN,Illegal Parking,2019-01-18T16:46:26.000,CORTELYOU ROAD,CLARENDON ROAD,Commercial Overnight Parking,2019-01-19T00:46:26.000,Precinct,272 EAST 32 STREET,11226,,,40.643979717366356,"{'type': 'Point', 'coordinates': [-73.946935973501, 40.643979717366]}",Street/Sidewalk,-73.94693597350101,PHONE,BROOKLYN,Unspecified,2019-01-18T23:16:29.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,EAST 32 STREET,,,41460418,,998976,173900
4780,BLOCKFACE,NYPD,New York City Police Department,,QUEENS,,,,RIDGEWOOD,2019-01-18T22:40:50.000,05 QUEENS,Illegal Parking,2019-01-18T16:46:40.000,WYCKOFF AVENUE,CYPRESS AVENUE,Blocked Sidewalk,2019-01-19T00:46:40.000,Precinct,CENTRE STREET,11385,,,40.69739028844206,"{'type': 'Point', 'coordinates': [-73.904382255341, 40.697390288442]}",Street/Sidewalk,-73.90438225534089,PHONE,QUEENS,Unspecified,2019-01-18T22:40:50.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,CENTRE STREET,,,41457569,,1010764,193369
4781,ADDRESS,DEP,Department of Environmental Protection,2049780062,BRONX,,,,BRONX,2019-01-18T20:25:00.000,12 BRONX,Sewer,2019-01-18T16:47:00.000,E 233 ST,EDENWALD AVE,Sewer Backup (Use Comments) (SA),,N/A,4057 ELY AVENUE,10466,,,40.891071920046464,"{'type': 'Point', 'coordinates': [-73.845829432941, 40.891071920046]}",,-73.84582943294119,PHONE,BRONX,Unspecified,2019-01-18T20:25:00.000,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",,Closed,ELY AVENUE,,,41459482,,1026876,263957
4782,BLOCKFACE,DOT,Department of Transportation,,BROOKLYN,,,,,2019-01-19T01:45:00.000,Unspecified BROOKLYN,Street Condition,2019-01-18T16:47:13.000,EMMONS AVENUE,SHORE PARKWAY,Pothole,,N/A,BROWN STREET,,,,,,,,UNKNOWN,BROOKLYN,Unspecified,2019-01-19T01:45:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,BROWN STREET,,,41467335,,,
4783,ADDRESS,HPD,Department of Housing Preservation and Development,3016520042,BROOKLYN,,,,BROOKLYN,2019-01-22T17:27:29.000,03 BROOKLYN,HEAT/HOT WATER,2019-01-18T16:47:22.000,,,ENTIRE BUILDING,,N/A,148 PATCHEN AVENUE,11221,,,40.686361749660946,"{'type': 'Point', 'coordinates': [-73.926760720794, 40.686361749661]}",RESIDENTIAL BUILDING,-73.92676072079377,PHONE,BROOKLYN,Unspecified,2019-01-22T17:27:29.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,PATCHEN AVENUE,,,41486374,,1004562,189345
4784,ADDRESS,HPD,Department of Housing Preservation and Development,3058597501,BROOKLYN,,,,BROOKLYN,2019-01-19T02:13:24.000,10 BROOKLYN,HEAT/HOT WATER,2019-01-18T16:47:33.000,,,APARTMENT ONLY,,N/A,6833 SHORE ROAD,11220,,,40.63940262093016,"{'type': 'Point', 'coordinates': [-74.035718293888, 40.63940262093]}",RESIDENTIAL BUILDING,-74.0357182938877,PHONE,BROOKLYN,Unspecified,2019-01-19T02:13:24.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,SHORE ROAD,,,41467770,,974337,172230
4785,ADDRESS,HPD,Department of Housing Preservation and Development,2025060024,BRONX,,,,BRONX,2019-01-23T10:07:37.000,04 BRONX,HEAT/HOT WATER,2019-01-18T16:47:39.000,,,APARTMENT ONLY,,N/A,1220 SHAKESPEARE AVENUE,10452,,,40.837443871036854,"{'type': 'Point', 'coordinates': [-73.923280451936, 40.837443871037]}",RESIDENTIAL BUILDING,-73.92328045193604,PHONE,BRONX,Unspecified,2019-01-23T10:07:37.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,SHAKESPEARE AVENUE,,,41493112,,1005479,244390
4786,ADDRESS,HPD,Department of Housing Preservation and Development,2025060024,BRONX,,,,BRONX,2019-01-23T10:07:37.000,04 BRONX,HEAT/HOT WATER,2019-01-18T16:47:39.000,,,APARTMENT ONLY,,N/A,1220 SHAKESPEARE AVENUE,10452,,,40.837443871036854,"{'type': 'Point', 'coordinates': [-73.923280451936, 40.837443871037]}",RESIDENTIAL BUILDING,-73.92328045193604,PHONE,BRONX,Unspecified,2019-01-23T10:07:37.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,SHAKESPEARE AVENUE,,,41500821,,1005479,244390
4787,ADDRESS,NYPD,New York City Police Department,2033510048,BRONX,,,,BRONX,2019-01-18T21:42:07.000,07 BRONX,Blocked Driveway,2019-01-18T16:47:40.000,EAST 207 STREET,EAST 209 STREET,No Access,2019-01-19T00:47:40.000,Precinct,3269 DECATUR AVENUE,10467,,,40.87566471609652,"{'type': 'Point', 'coordinates': [-73.874218093004, 40.875664716097]}",Street/Sidewalk,-73.87421809300433,PHONE,BRONX,Unspecified,2019-01-18T21:42:07.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,DECATUR AVENUE,,,41458279,,1019035,258331
4788,ADDRESS,DOT,Department of Transportation,1012637501,MANHATTAN,,,,NEW YORK,2019-01-23T11:56:15.000,05 MANHATTAN,Street Condition,2019-01-18T16:47:44.000,5 AVENUE,ROCKEFELLER PLAZA,Defective Hardware,2019-01-28T16:47:44.000,N/A,18 WEST 48 STREET,10036,,,40.75762607559099,"{'type': 'Point', 'coordinates': [-73.97894175642, 40.757626075591]}",Street,-73.97894175642038,PHONE,MANHATTAN,Unspecified,2019-01-23T11:56:15.000,The City inspected the condition you reported and asked the Department of Environmental Protection to address the issue.,,Closed,WEST 48 STREET,,,41455934,,990084,215301
4789,ADDRESS,NYPD,New York City Police Department,3013440001,BROOKLYN,,,,BROOKLYN,2019-01-18T23:18:31.000,08 BROOKLYN,Noise - Residential,2019-01-18T16:47:57.000,PACIFIC STREET,BERGEN STREET,Loud Talking,2019-01-19T00:47:57.000,Precinct,207 KINGSBORO 2 WALK,11233,,,40.676151085925106,"{'type': 'Point', 'coordinates': [-73.92659528089, 40.676151085925]}",Residential Building/House,-73.92659528088977,PHONE,BROOKLYN,Unspecified,2019-01-18T23:18:31.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,KINGSBORO 2 WALK,,,41459225,,1004611,185625
4790,ADDRESS,DSNY,Department of Sanitation,3052370151,BROOKLYN,,,,BROOKLYN,2019-01-20T00:00:00.000,14 BROOKLYN,Request Large Bulky Item Collection,2019-01-18T16:48:00.000,DEAD END,EAST 17 STREET,Request Large Bulky Item Collection,,N/A,51 DEKOVEN COURT,11230,,,40.633226095710455,"{'type': 'Point', 'coordinates': [-73.961932354971, 40.63322609571]}",Sidewalk,-73.96193235497057,PHONE,BROOKLYN,Unspecified,2019-01-20T00:00:00.000,,,Closed,DEKOVEN COURT,,,41459432,,994816,169980
4791,ADDRESS,DSNY,Department of Sanitation,4037130026,QUEENS,,,,Ridgewood,2019-01-25T00:00:00.000,05 QUEENS,Request Large Bulky Item Collection,2019-01-18T16:48:00.000,60 LANE,61 STREET,Request Large Bulky Item Collection,,N/A,60-69 80 AVENUE,11385,,,40.695431730957665,"{'type': 'Point', 'coordinates': [-73.893267127055, 40.695431730958]}",Sidewalk,-73.89326712705542,PHONE,QUEENS,Unspecified,2019-01-25T00:00:00.000,,,Closed,80 AVENUE,,,41461576,,1013847,192659
4792,ADDRESS,DOT,Department of Transportation,3088150050,BROOKLYN,,,,BROOKLYN,2019-01-19T02:45:00.000,15 BROOKLYN,Street Condition,2019-01-18T16:48:05.000,HARING STREET,LAKE AVENUE,Pothole,,N/A,3050 EMMONS AVENUE,11235,,,40.583943451128434,"{'type': 'Point', 'coordinates': [-73.937255974334, 40.583943451128]}",,-73.937255974334,UNKNOWN,BROOKLYN,Unspecified,2019-01-19T02:45:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,EMMONS AVENUE,,,41466020,,1001678,152029
4793,ADDRESS,HPD,Department of Housing Preservation and Development,3050770017,BROOKLYN,,,,BROOKLYN,2019-01-20T08:27:00.000,14 BROOKLYN,HEAT/HOT WATER,2019-01-18T16:48:07.000,,,ENTIRE BUILDING,,N/A,40 EAST   17 STREET,11226,,,40.65000569127014,"{'type': 'Point', 'coordinates': [-73.964175124646, 40.65000569127]}",RESIDENTIAL BUILDING,-73.9641751246463,PHONE,BROOKLYN,Unspecified,2019-01-20T08:27:00.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,EAST   17 STREET,,,41470857,,994191,176093
4794,ADDRESS,DOT,Department of Transportation,2049410048,BRONX,,,,BRONX,2019-01-23T22:05:00.000,12 BRONX,Street Condition,2019-01-18T16:48:28.000,PRATT AVENUE,VARIAN AVENUE,Pothole,,N/A,2100 CONNER STREET,10466,,,40.88705201613914,"{'type': 'Point', 'coordinates': [-73.834699610901, 40.887052016139]}",,-73.8346996109012,UNKNOWN,BRONX,Unspecified,2019-01-23T22:05:00.000,The Department of Transportation inspected this complaint and did not find the reported problem.,,Closed,CONNER STREET,,,41462016,,1029956,262498
4795,,DCAS,DCAS,,Unspecified,,,1-1-1671773476,,,0 Unspecified,Question,2019-01-18T16:48:29.000,,,Administration,2019-02-01T16:49:23.000,,,,,,,,,,ONLINE,Unspecified,Unspecified,,"Your comments have been submitted to the Department of Citywide Administrative Services.  If you provided contact information and have not received a response, I can submit a new request.",,Email Sent,,,,41460859,,,
4796,ADDRESS,DOT,Department of Transportation,3086800027,BROOKLYN,,,,BROOKLYN,2019-01-31T14:08:52.000,13 BROOKLYN,Sidewalk Condition,2019-01-18T16:48:50.000,BEACH WALK,BRIGHTON 1 STREET,Broken Sidewalk,2019-02-17T16:48:50.000,N/A,128 BRIGHTON BEACH AVENUE,11235,,,40.576347341755906,"{'type': 'Point', 'coordinates': [-73.96731763895, 40.576347341756]}",Sidewalk,-73.96731763895032,MOBILE,BROOKLYN,Unspecified,2019-01-31T14:08:52.000,The City inspected the condition you reported and asked the Department of Environmental Protection to address the issue.,,Closed,BRIGHTON BEACH AVENUE,,,41461873,,993329,149257
4797,ADDRESS,DOF,Correspondence Unit,3042950014,BROOKLYN,,,,BROOKLYN,2019-01-22T09:23:41.000,05 BROOKLYN,DOF Property - Request Copy,2019-01-18T16:49:02.000,,,Copy of Account Information,2019-01-23T16:49:02.000,N/A,,11207,,,,,Property Address,,PHONE,BROOKLYN,Unspecified,2019-01-22T09:23:41.000,The Department of Finance mailed the requested item.,,Closed,,,,41458336,,,
4798,BLOCKFACE,DOT,Department of Transportation,,BROOKLYN,,,,BROOKLYN,2019-01-19T03:30:00.000,05 BROOKLYN,Street Condition,2019-01-18T16:49:18.000,DELMAR LOOP,SCHROEDERS AVENUE,Pothole,,N/A,PENNSYLVANIA AVENUE,11239,,,,,,,UNKNOWN,BROOKLYN,Unspecified,2019-01-19T03:30:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,PENNSYLVANIA AVENUE,,,41469096,,,
4799,ADDRESS,HPD,Department of Housing Preservation and Development,1009270006,MANHATTAN,,,,NEW YORK,2019-01-31T07:10:30.000,06 MANHATTAN,PLUMBING,2019-01-18T16:49:32.000,,,BASIN/SINK,,N/A,305 EAST   21 STREET,10010,,,40.73638212622336,"{'type': 'Point', 'coordinates': [-73.981301161119, 40.736382126223]}",RESIDENTIAL BUILDING,-73.98130116111852,PHONE,MANHATTAN,Unspecified,2019-01-31T07:10:30.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,EAST   21 STREET,,,41570872,,989432,207561
