,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
4727,ADDRESS,HPD,Department of Housing Preservation and Development,3014840004,BROOKLYN,,,,BROOKLYN,2019-01-29T13:28:31.000,03 BROOKLYN,HEAT/HOT WATER,2019-01-27T19:50:46.000,,,ENTIRE BUILDING,,N/A,920 MADISON STREET,11221,,,40.688141854956356,"{'type': 'Point', 'coordinates': [-73.920729847881, 40.688141854956]}",RESIDENTIAL BUILDING,-73.92072984788051,PHONE,BROOKLYN,Unspecified,2019-01-29T13:28:31.000,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,MADISON STREET,,41552121,1006234,189995
4728,ADDRESS,HPD,Department of Housing Preservation and Development,1020410131,MANHATTAN,,,,NEW YORK,2019-05-20T09:55:50.000,10 MANHATTAN,WATER LEAK,2019-01-27T19:51:46.000,,,HEAVY FLOW,,N/A,62 EDGECOMBE AVENUE,10030,,,40.81874634971348,"{'type': 'Point', 'coordinates': [-73.946699071539, 40.818746349713]}",RESIDENTIAL BUILDING,-73.94669907153867,PHONE,MANHATTAN,Unspecified,2019-05-20T09:55:50.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,EDGECOMBE AVENUE,,42720545,999003,237573
4729,ADDRESS,DSNY,Department of Sanitation,3063240010,BROOKLYN,,,,BROOKLYN,2019-01-29T00:00:00.000,11 BROOKLYN,Request Large Bulky Item Collection,2019-01-27T19:52:00.000,84 STREET,85 STREET,Request Large Bulky Item Collection,,N/A,8401 15 AVENUE,11228,,,40.612517156806085,"{'type': 'Point', 'coordinates': [-74.008345198628, 40.612517156806]}",Sidewalk,-74.00834519862762,PHONE,BROOKLYN,Unspecified,2019-01-29T00:00:00.000,,,Closed,15 AVENUE,,41531595,981933,162433
4730,INTERSECTION,NYPD,New York City Police Department,,BROOKLYN,,,,BROOKLYN,2019-01-27T23:27:17.000,09 BROOKLYN,Noise - Residential,2019-01-27T19:52:02.000,,,Loud Music/Party,2019-01-28T03:52:02.000,Precinct,,11225,BROOKLYN AVENUE,LEFFERTS AVENUE,40.6626765566761,"{'type': 'Point', 'coordinates': [-73.945612690377, 40.662676556676]}",Residential Building/House,-73.94561269037685,ONLINE,BROOKLYN,Unspecified,2019-01-27T23:27:17.000,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,,Closed,,,41534846,999339,180712
4731,ADDRESS,DOT,Department of Transportation,4090650003,QUEENS,,,,Ozone Park,2019-01-28T08:55:00.000,09 QUEENS,Street Condition,2019-01-27T19:52:36.000,91 STREET,92 STREET,Pothole,,N/A,91-06 97 AVENUE,11416,,,40.68501930271776,"{'type': 'Point', 'coordinates': [-73.850073735134, 40.685019302718]}",,-73.85007373513352,UNKNOWN,QUEENS,Unspecified,2019-01-28T08:55:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,97 AVENUE,,41544817,1025831,188883
4732,ADDRESS,NYPD,New York City Police Department,3050820079,BROOKLYN,,,,BROOKLYN,2019-01-28T02:02:02.000,14 BROOKLYN,Noise - Residential,2019-01-27T19:52:39.000,CATON AVENUE,CHURCH AVENUE,Loud Music/Party,2019-01-28T03:52:39.000,Precinct,115 EAST 21 STREET,11226,,,40.65155519393562,"{'type': 'Point', 'coordinates': [-73.960220887158, 40.651555193936]}",Residential Building/House,-73.96022088715806,PHONE,BROOKLYN,Unspecified,2019-01-28T02:02:02.000,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,,Closed,EAST 21 STREET,,41536598,995288,176658
4733,ADDRESS,DSNY,Department of Sanitation,3056410031,BROOKLYN,,,,BROOKLYN,2019-01-30T00:00:00.000,12 BROOKLYN,Request Large Bulky Item Collection,2019-01-27T19:53:00.000,12 AVENUE,13 AVENUE,Request Large Bulky Item Collection,,N/A,1258 49 STREET,11219,,,40.635595451648584,"{'type': 'Point', 'coordinates': [-73.993085897946, 40.635595451649]}",Sidewalk,-73.99308589794556,PHONE,BROOKLYN,Unspecified,2019-01-30T00:00:00.000,,,Closed,49 STREET,,41535425,986169,170841
4734,ADDRESS,NYPD,New York City Police Department,1004040009,MANHATTAN,,,,NEW YORK,2019-01-27T21:33:34.000,03 MANHATTAN,Noise - Commercial,2019-01-27T19:53:47.000,AVENUE A,AVENUE B,Loud Music/Party,2019-01-28T03:53:47.000,Precinct,510 EAST 11 STREET,10009,,,40.728221967714056,"{'type': 'Point', 'coordinates': [-73.981281802967, 40.728221967714]}",Club/Bar/Restaurant,-73.98128180296732,ONLINE,MANHATTAN,Unspecified,2019-01-27T21:33:34.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,EAST 11 STREET,,41533872,989438,204588
4735,ADDRESS,HPD,Department of Housing Preservation and Development,2032480105,BRONX,,,,BRONX,2019-01-29T10:46:25.000,08 BRONX,HEAT/HOT WATER,2019-01-27T19:53:48.000,,,ENTIRE BUILDING,,N/A,2710 WEBB AVENUE,10468,,,40.86948597518266,"{'type': 'Point', 'coordinates': [-73.902091955903, 40.869485975183]}",RESIDENTIAL BUILDING,-73.90209195590266,ONLINE,BRONX,Unspecified,2019-01-29T10:46:25.000,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,WEBB AVENUE,,41553415,1011329,256070
4736,ADDRESS,NYPD,New York City Police Department,1020060037,MANHATTAN,,,,NEW YORK,2019-01-27T22:06:57.000,10 MANHATTAN,Noise - Residential,2019-01-27T19:53:51.000,LENOX AVENUE,7 AVENUE,Loud Music/Party,2019-01-28T03:53:51.000,Precinct,102 WEST 138 STREET,10030,,,40.81616291599373,"{'type': 'Point', 'coordinates': [-73.939797179725, 40.816162915994]}",Residential Building/House,-73.93979717972475,MOBILE,MANHATTAN,Unspecified,2019-01-27T22:06:57.000,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,,Closed,WEST 138 STREET,,41537386,1000914,236633
4737,ADDRESS,DEP,Department of Environmental Protection,4021370001,QUEENS,,,,Forest Hills,2019-02-08T18:45:00.000,06 QUEENS,Noise,2019-01-27T19:54:00.000,68 AVE,68 RD,Noise: air condition/ventilation equipment (NV1),,N/A,102-55 QUEENS BOULEVARD,11375,,,40.72538477129977,"{'type': 'Point', 'coordinates': [-73.850769431338, 40.7253847713]}",,-73.85076943133835,PHONE,QUEENS,Unspecified,2019-02-08T18:45:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,QUEENS BOULEVARD,,41538314,1025613,203589
4738,ADDRESS,HPD,Department of Housing Preservation and Development,1020530090,MANHATTAN,,,,NEW YORK,2019-01-31T08:38:35.000,09 MANHATTAN,HEAT/HOT WATER,2019-01-27T19:54:02.000,,,ENTIRE BUILDING,,N/A,331 EDGECOMBE AVENUE,10031,,,40.82611368087521,"{'type': 'Point', 'coordinates': [-73.942064548191, 40.826113680875]}",RESIDENTIAL BUILDING,-73.94206454819094,ONLINE,MANHATTAN,Unspecified,2019-01-31T08:38:35.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,EDGECOMBE AVENUE,,41573807,1000284,240258
4739,ADDRESS,NYPD,New York City Police Department,2057780867,BRONX,,,,BRONX,2019-01-27T21:56:50.000,08 BRONX,Blocked Driveway,2019-01-27T19:54:39.000,DASH PLACE,MANHATTAN COLLEGE PARKWAY,Partial Access,2019-01-28T03:54:39.000,Precinct,3831 WALDO AVENUE,10463,,,40.88789584257869,"{'type': 'Point', 'coordinates': [-73.90354043422, 40.887895842579]}",Street/Sidewalk,-73.90354043421966,PHONE,BRONX,Unspecified,2019-01-27T21:56:50.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,WALDO AVENUE,,41534796,1010921,262777
4740,ADDRESS,NYPD,New York City Police Department,3004010001,BROOKLYN,,,,BROOKLYN,2019-01-27T22:15:08.000,06 BROOKLYN,Noise - Residential,2019-01-27T19:54:51.000,3 AVENUE,4 AVENUE,Banging/Pounding,2019-01-28T03:54:51.000,Precinct,572 WARREN STREET,11217,,,40.682022291389764,"{'type': 'Point', 'coordinates': [-73.982553083355, 40.68202229139]}",Residential Building/House,-73.98255308335538,MOBILE,BROOKLYN,Unspecified,2019-01-27T22:15:08.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,WARREN STREET,,41538337,989089,187756
4741,ADDRESS,DOB,Department of Buildings,3076120046,BROOKLYN,,,,BROOKLYN,2019-01-27T19:54:54.000,18 BROOKLYN,Building/Use,2019-01-27T19:54:54.000,,,Illegal. Commercial Use In Resident Zone,,N/A,1006 EAST   31 STREET,11210,,,40.62642626924479,"{'type': 'Point', 'coordinates': [-73.945800739443, 40.626426269245]}",,-73.94580073944311,UNKNOWN,BROOKLYN,Unspecified,2019-01-27T00:00:00.000,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,,Open,EAST   31 STREET,,41548421,999295,167505
4742,ADDRESS,NYPD,New York City Police Department,4034270054,QUEENS,,,,RIDGEWOOD,2019-01-27T23:00:53.000,05 QUEENS,Blocked Driveway,2019-01-27T19:54:59.000,SENECA AVENUE,ONDERDONK AVENUE,No Access,2019-01-28T03:54:59.000,Precinct,1813 HIMROD STREET,11385,,,40.70661430052115,"{'type': 'Point', 'coordinates': [-73.913328345071, 40.706614300521]}",Street/Sidewalk,-73.91332834507115,MOBILE,QUEENS,Unspecified,2019-01-27T23:00:53.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,HIMROD STREET,,41535638,1008280,196727
4743,ADDRESS,DOT,Department of Transportation,1008930020,MANHATTAN,,,,NEW YORK,2019-01-28T10:28:03.000,06 MANHATTAN,Street Condition,2019-01-27T19:55:07.000,EAST 37 STREET,EAST 38 STREET,Defective Hardware,2019-02-06T19:55:07.000,N/A,310 LEXINGTON AVENUE,10016,,,40.74878507092396,"{'type': 'Point', 'coordinates': [-73.977998968681, 40.748785070924]}",Street,-73.97799896868071,ONLINE,MANHATTAN,Unspecified,2019-01-28T10:28:03.000,"The  Department of Transportation inspected the condition you reported and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If after that time the condition still exists, the Agency may issue the responsible party a summons and/or correct the condition.",,Closed,LEXINGTON AVENUE,,41536780,990346,212080
4744,ADDRESS,HPD,Department of Housing Preservation and Development,2029300063,BRONX,,,,BRONX,2019-01-31T07:44:49.000,03 BRONX,HEAT/HOT WATER,2019-01-27T19:55:49.000,,,APARTMENT ONLY,,N/A,1767 FULTON AVENUE,10457,,,40.84286894286368,"{'type': 'Point', 'coordinates': [-73.89704595154, 40.842868942864]}",RESIDENTIAL BUILDING,-73.89704595154036,PHONE,BRONX,Unspecified,2019-01-31T07:44:49.000,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,FULTON AVENUE,,41569401,1012736,246374
4745,ADDRESS,HPD,Department of Housing Preservation and Development,2029300063,BRONX,,,,BRONX,2019-01-31T07:44:49.000,03 BRONX,DOOR/WINDOW,2019-01-27T19:55:49.000,,,WINDOW FRAME,,N/A,1767 FULTON AVENUE,10457,,,40.84286894286368,"{'type': 'Point', 'coordinates': [-73.89704595154, 40.842868942864]}",RESIDENTIAL BUILDING,-73.89704595154036,PHONE,BRONX,Unspecified,2019-01-31T07:44:49.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,FULTON AVENUE,,41570640,1012736,246374
4746,ADDRESS,HPD,Department of Housing Preservation and Development,2029300063,BRONX,,,,BRONX,2019-01-31T07:44:49.000,03 BRONX,PAINT/PLASTER,2019-01-27T19:55:50.000,,,WALL,,N/A,1767 FULTON AVENUE,10457,,,40.84286894286368,"{'type': 'Point', 'coordinates': [-73.89704595154, 40.842868942864]}",RESIDENTIAL BUILDING,-73.89704595154036,PHONE,BRONX,Unspecified,2019-01-31T07:44:49.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,FULTON AVENUE,,41569467,1012736,246374
4747,ADDRESS,HPD,Department of Housing Preservation and Development,2029300063,BRONX,,,,BRONX,2019-01-31T14:50:04.000,03 BRONX,UNSANITARY CONDITION,2019-01-27T19:55:50.000,,,PESTS,,N/A,1767 FULTON AVENUE,10457,,,40.84286894286368,"{'type': 'Point', 'coordinates': [-73.89704595154, 40.842868942864]}",RESIDENTIAL BUILDING,-73.89704595154036,PHONE,BRONX,Unspecified,2019-01-31T14:50:04.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,FULTON AVENUE,,41569875,1012736,246374
4748,ADDRESS,HPD,Department of Housing Preservation and Development,2029300063,BRONX,,,,BRONX,2019-01-31T14:50:04.000,03 BRONX,DOOR/WINDOW,2019-01-27T19:55:50.000,,,WINDOW PANE,,N/A,1767 FULTON AVENUE,10457,,,40.84286894286368,"{'type': 'Point', 'coordinates': [-73.89704595154, 40.842868942864]}",RESIDENTIAL BUILDING,-73.89704595154036,PHONE,BRONX,Unspecified,2019-01-31T14:50:04.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,FULTON AVENUE,,41577307,1012736,246374
4749,ADDRESS,DEP,Department of Environmental Protection,3010530070,BROOKLYN,,,,BROOKLYN,2019-01-28T14:18:00.000,07 BROOKLYN,Lead,2019-01-27T19:56:00.000,5 AVE,6 AVE,Lead Kit Request (Residential) (L10),,N/A,287 PROSPECT AVENUE,11215,,,40.66325706287668,"{'type': 'Point', 'coordinates': [-73.989060447277, 40.663257062877]}",,-73.98906044727734,ONLINE,BROOKLYN,Unspecified,2019-01-28T14:18:00.000,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,,Closed,PROSPECT AVENUE,,41538447,987285,180919
4750,ADDRESS,DSNY,Department of Sanitation,3013040082,BROOKLYN,,,,BROOKLYN,2019-01-29T00:00:00.000,09 BROOKLYN,Request Large Bulky Item Collection,2019-01-27T19:56:00.000,MONTGOMERY STREET,SULLIVAN PLACE,Request Large Bulky Item Collection,,N/A,32 LUDLAM PLACE,11225,,,40.664923116334506,"{'type': 'Point', 'coordinates': [-73.955051190981, 40.664923116335]}",Sidewalk,-73.95505119098097,PHONE,BROOKLYN,Unspecified,2019-01-29T00:00:00.000,,,Closed,LUDLAM PLACE,,41536226,996720,181529
4751,ADDRESS,DSNY,Department of Sanitation,4036080095,QUEENS,,,,Middle Village,2019-01-31T00:00:00.000,05 QUEENS,Request Large Bulky Item Collection,2019-01-27T19:57:00.000,65 STREET,65 PLACE,Request Large Bulky Item Collection,,N/A,65-22 ADMIRAL AVENUE,11379,,,40.7111911927442,"{'type': 'Point', 'coordinates': [-73.895175276641, 40.711191192744]}",Sidewalk,-73.89517527664084,PHONE,QUEENS,Unspecified,2019-01-31T00:00:00.000,,,Closed,ADMIRAL AVENUE,,41537224,1013311,198400
4752,ADDRESS,NYPD,New York City Police Department,2051150047,BRONX,,,,BRONX,2019-01-28T02:22:18.000,12 BRONX,Noise - Residential,2019-01-27T19:57:42.000,WHITE PLAINS ROAD,BARNES AVENUE,Banging/Pounding,2019-01-28T03:57:42.000,Precinct,740 EAST 243 STREET,10470,,,40.9061461650206,"{'type': 'Point', 'coordinates': [-73.848232756182, 40.906146165021]}",Residential Building/House,-73.84823275618243,ONLINE,BRONX,Unspecified,2019-01-28T02:22:18.000,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,,Closed,EAST 243 STREET,,41532906,1026202,269448
4753,ADDRESS,DEP,Department of Environmental Protection,4021370001,QUEENS,,,,Forest Hills,2019-01-30T00:00:00.000,06 QUEENS,Air Quality,2019-01-27T19:58:00.000,68 AVE,68 RD,"Air: Smoke, Chimney or vent (AS1)",,N/A,102-55 QUEENS BOULEVARD,11375,,,40.72538477129977,"{'type': 'Point', 'coordinates': [-73.850769431338, 40.7253847713]}",,-73.85076943133835,PHONE,QUEENS,Unspecified,2019-01-30T00:00:00.000,The Department of Environmental Protection requires contact with the complainant to investigate this complaint. A message was left for the complainant at the phone number provided.,,Closed,QUEENS BOULEVARD,,41532023,1025613,203589
4754,ADDRESS,DSNY,A - Brooklyn,,BROOKLYN,,,,BROOKLYN,2019-01-29T12:00:00.000,15 BROOKLYN,Dirty Conditions,2019-01-27T19:58:00.000,NYCTA SUBWAY,EAST 16 STREET,E3A Dirty Area/Alleyway,,N/A,1538 AVENUE U,11229,,,40.59890023224912,"{'type': 'Point', 'coordinates': [-73.955722209833, 40.598900232249]}",Lot,-73.95572220983317,ONLINE,BROOKLYN,Unspecified,2019-01-29T12:00:00.000,The Department of Sanitation investigated this complaint and found no violation at the location.,,Closed,AVENUE U,,41547998,996546,157475
4755,ADDRESS,HPD,Department of Housing Preservation and Development,1020060024,MANHATTAN,,,,NEW YORK,2019-02-15T08:24:29.000,10 MANHATTAN,UNSANITARY CONDITION,2019-01-27T19:58:05.000,,,PESTS,,N/A,111 WEST  137 STREET,10030,,,40.81568847692409,"{'type': 'Point', 'coordinates': [-73.940563505985, 40.815688476924]}",RESIDENTIAL BUILDING,-73.94056350598512,PHONE,MANHATTAN,Unspecified,2019-02-15T08:24:29.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,WEST  137 STREET,,41716052,1000702,236460
4756,ADDRESS,HPD,Department of Housing Preservation and Development,4067970054,QUEENS,,,,Fresh Meadows,2019-02-04T13:46:40.000,08 QUEENS,UNSANITARY CONDITION,2019-01-27T19:58:08.000,,,PESTS,,N/A,159-10 71 AVENUE,11365,,,40.73034386686925,"{'type': 'Point', 'coordinates': [-73.809384230774, 40.730343866869]}",RESIDENTIAL BUILDING,-73.80938423077353,ONLINE,QUEENS,Unspecified,2019-02-04T13:46:40.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,71 AVENUE,,41605510,1037080,205418
